Transaction_ID,Item_Name
1001,Diaper
1001,Cheese
1001,Cola
1001,Milk
1002,Bread
1002,Butter
1003,Bread
1003,Chips
1003,Yogurt
1003,Butter
1004,Cheese
1004,Beer
1004,Yogurt
1004,Bread
1004,Diaper
1005,Yogurt
1005,Butter
1005,Bread
1005,Chips
1005,Cola
1006,Cheese
1006,Diaper
1006,Beer
1006,Chips
1007,Bread
1007,Cola
1007,Butter
1008,Bread
1008,Butter
1009,Bread
1009,Butter
1010,Diaper
1010,Beer
1010,Butter
1010,Milk
1011,Diaper
1011,Beer
1012,Bread
1012,Cola
1012,Milk
1013,Bread
1013,Diaper
1013,Eggs
1013,Butter
1014,Cheese
1014,Milk
1014,Butter
1014,Bread
1014,Diaper
1015,Bread
1015,Cola
1015,Eggs
1016,Diaper
1016,Beer
1016,Butter
1017,Bread
1017,Beer
1017,Yogurt
1017,Butter
1018,Bread
1018,Chips
1018,Butter
1019,Diaper
1019,Beer
1020,Diaper
1020,Beer
1021,Bread
1021,Cola
1021,Butter
1022,Diaper
1022,Beer
1022,Butter
1023,Yogurt
1023,Milk
1023,Butter
1024,Cheese
1024,Chips
1024,Eggs
1024,Milk
1025,Diaper
1025,Beer
1025,Cola
1026,Bread
1026,Chips
1026,Yogurt
1026,Butter
1027,Cheese
1027,Diaper
1027,Beer
1027,Eggs
1028,Cheese
1028,Diaper
1028,Eggs
1029,Cola
1029,Eggs
1029,Yogurt
1030,Diaper
1030,Beer
1030,Chips
1031,Cheese
1031,Beer
1031,Diaper
1031,Chips
1031,Eggs
1032,Bread
1032,Diaper
1032,Beer
1032,Chips
1033,Bread
1033,Beer
1033,Eggs
1033,Butter
1034,Bread
1034,Butter
1035,Beer
1035,Yogurt
1035,Butter
1035,Bread
1035,Cola
1036,Bread
1036,Cola
1037,Bread
1037,Beer
1037,Butter
1037,Chips
1038,Bread
1038,Cheese
1038,Milk
1038,Butter
1039,Cheese
1039,Beer
1039,Diaper
1039,Chips
1039,Eggs
1040,Beer
1040,Yogurt
1040,Butter
1040,Diaper
1040,Eggs
1041,Bread
1041,Diaper
1041,Beer
1041,Butter
1042,Milk
1042,Beer
1042,Butter
1042,Bread
1042,Chips
1043,Cheese
1043,Milk
1043,Bread
1043,Eggs
1043,Cola
1044,Beer
1044,Diaper
1044,Chips
1044,Eggs
1044,Cola
1045,Diaper
1045,Beer
1045,Cola
1046,Diaper
1046,Beer
1046,Yogurt
1047,Diaper
1047,Beer
1047,Chips
1048,Eggs
1048,Milk
1048,Butter
1049,Cheese
1049,Yogurt
1049,Bread
1049,Eggs
1049,Cola
1050,Cheese
1050,Chips
1051,Bread
1051,Beer
1051,Butter
1052,Diaper
1052,Beer
1052,Yogurt
1052,Cola
1053,Cheese
1053,Beer
1053,Butter
1053,Bread
1053,Diaper
1054,Diaper
1054,Cheese
1054,Beer
1054,Bread
1055,Bread
1055,Cola
1056,Cola
1056,Milk
1056,Butter
1057,Bread
1057,Butter
1058,Bread
1058,Beer
1058,Eggs
1058,Butter
1059,Cheese
1059,Yogurt
1059,Butter
1059,Bread
1059,Eggs
1060,Beer
1060,Butter
1060,Bread
1060,Diaper
1060,Cola
1061,Bread
1061,Diaper
1061,Beer
1061,Eggs
1062,Bread
1062,Butter
1063,Diaper
1063,Beer
1063,Cola
1063,Yogurt
1064,Bread
1064,Chips
1064,Milk
1064,Butter
1065,Cheese
1065,Yogurt
1066,Diaper
1066,Beer
1067,Bread
1067,Milk
1067,Butter
1068,Bread
1068,Butter
1069,Diaper
1069,Beer
1069,Milk
1070,Diaper
1070,Beer
1070,Eggs
1070,Milk
1071,Bread
1071,Diaper
1071,Beer
1071,Chips
1072,Diaper
1072,Beer
1072,Eggs
1072,Butter
1073,Bread
1073,Chips
1073,Yogurt
1073,Butter
1074,Bread
1074,Cola
1074,Butter
1075,Cheese
1075,Yogurt
1075,Milk
1076,Bread
1076,Eggs
1076,Butter
1077,Bread
1077,Butter
1078,Diaper
1078,Beer
1079,Yogurt
1079,Butter
1079,Bread
1079,Eggs
1079,Cola
1080,Bread
1080,Cheese
1080,Butter
1081,Yogurt
1081,Butter
1081,Bread
1081,Eggs
1081,Cola
1082,Bread
1082,Diaper
1082,Butter
1083,Butter
1083,Bread
1083,Diaper
1083,Chips
1083,Eggs
1084,Bread
1084,Chips
1084,Yogurt
1084,Butter
1085,Beer
1085,Bread
1085,Chips
1085,Eggs
1085,Cola
1086,Bread
1086,Diaper
1086,Beer
1086,Milk
1087,Bread
1087,Cheese
1087,Beer
1087,Butter
1088,Beer
1088,Yogurt
1088,Bread
1088,Diaper
1088,Eggs
1089,Bread
1089,Cola
1090,Beer
1090,Yogurt
1091,Butter
1091,Bread
1091,Diaper
1091,Chips
1091,Eggs
1092,Bread
1092,Cola
1092,Butter
1093,Bread
1093,Diaper
1093,Cola
1093,Yogurt
1094,Diaper
1094,Beer
1094,Eggs
1095,Bread
1095,Butter
1096,Cheese
1096,Yogurt
1096,Butter
1096,Bread
1096,Diaper
1097,Yogurt
1097,Butter
1097,Bread
1097,Diaper
1097,Eggs
1098,Bread
1098,Beer
1098,Yogurt
1098,Butter
1099,Diaper
1099,Yogurt
1100,Bread
1100,Diaper
1100,Chips
1100,Milk
1101,Cheese
1101,Bread
1101,Diaper
1101,Chips
1101,Cola
1102,Bread
1102,Diaper
1102,Butter
1102,Cheese
1103,Cheese
1103,Milk
1103,Bread
1103,Diaper
1103,Eggs
1104,Cheese
1104,Chips
1104,Eggs
1105,Cheese
1105,Diaper
1105,Chips
1105,Eggs
1105,Cola
1106,Bread
1106,Cheese
1106,Butter
1107,Bread
1107,Butter
1108,Beer
1108,Cola
1108,Butter
1109,Beer
1109,Butter
1109,Bread
1109,Chips
1109,Cola
1110,Beer
1110,Yogurt
1110,Butter
1110,Bread
1110,Diaper
1111,Bread
1111,Diaper
1111,Milk
1111,Butter
1112,Milk
1112,Butter
1112,Bread
1112,Diaper
1112,Chips
1113,Cheese
1113,Yogurt
1113,Bread
1113,Diaper
1113,Eggs
1114,Diaper
1114,Beer
1114,Yogurt
1114,Butter
1115,Cheese
1115,Milk
1115,Butter
1115,Chips
1115,Cola
1116,Diaper
1116,Beer
1116,Butter
1117,Bread
1117,Diaper
1117,Beer
1117,Cheese
1118,Bread
1118,Butter
1119,Bread
1119,Diaper
1119,Cola
1119,Butter
1120,Bread
1120,Diaper
1120,Butter
1120,Cheese
1121,Bread
1121,Beer
1121,Butter
1122,Cheese
1122,Beer
1122,Eggs
1123,Cheese
1123,Diaper
1123,Beer
1123,Eggs
1124,Bread
1124,Butter
1125,Cheese
1125,Butter
1125,Bread
1125,Diaper
1125,Chips
1126,Beer
1126,Yogurt
1126,Butter
1126,Diaper
1126,Cola
1127,Bread
1127,Butter
1128,Bread
1128,Beer
1128,Butter
1129,Bread
1129,Butter
1130,Bread
1130,Cheese
1130,Yogurt
1130,Butter
1131,Cheese
1131,Cola
1131,Yogurt
1131,Milk
1132,Bread
1132,Butter
1133,Bread
1133,Eggs
1133,Yogurt
1133,Butter
1134,Cheese
1134,Milk
1134,Beer
1134,Butter
1134,Bread
1135,Cheese
1135,Diaper
1135,Beer
1135,Cola
1136,Bread
1136,Diaper
1136,Butter
1137,Bread
1137,Yogurt
1137,Butter
1138,Diaper
1138,Beer
1138,Butter
1139,Bread
1139,Yogurt
1139,Eggs
1139,Butter
1140,Bread
1140,Chips
1140,Eggs
1141,Bread
1141,Butter
1142,Beer
1142,Yogurt
1143,Diaper
1143,Beer
1143,Yogurt
1143,Chips
1144,Bread
1144,Diaper
1144,Beer
1144,Butter
1145,Cheese
1145,Chips
1145,Eggs
1145,Milk
1146,Diaper
1146,Beer
1146,Butter
1147,Milk
1147,Butter
1147,Bread
1147,Chips
1147,Cola
1148,Bread
1148,Diaper
1148,Beer
1148,Eggs
1149,Diaper
1149,Beer
1149,Cola
1149,Yogurt
1150,Chips
1150,Cola
1150,Milk
1151,Cheese
1151,Milk
1151,Beer
1151,Butter
1151,Bread
1152,Diaper
1152,Beer
1152,Eggs
1152,Milk
1153,Bread
1153,Butter
1154,Milk
1154,Beer
1154,Butter
1154,Bread
1154,Eggs
1155,Bread
1155,Yogurt
1155,Milk
1155,Butter
1156,Bread
1156,Butter
1157,Milk
1157,Butter
1157,Bread
1157,Eggs
1157,Cola
1158,Milk
1158,Beer
1158,Butter
1158,Bread
1158,Eggs
1159,Bread
1159,Butter
1160,Chips
1160,Milk
1161,Cheese
1161,Diaper
1161,Beer
1162,Milk
1162,Butter
1162,Bread
1162,Eggs
1162,Cola
1163,Milk
1163,Yogurt
1163,Butter
1163,Bread
1163,Chips
1164,Milk
1164,Beer
1164,Butter
1164,Bread
1164,Chips
1165,Bread
1165,Cheese
1165,Cola
1165,Butter
1166,Bread
1166,Eggs
1166,Butter
1167,Diaper
1167,Beer
1167,Yogurt
1167,Chips
1168,Diaper
1168,Beer
1168,Cola
1169,Chips
1169,Eggs
1170,Bread
1170,Cola
1170,Butter
1171,Cheese
1171,Yogurt
1172,Bread
1172,Diaper
1172,Butter
1173,Diaper
1173,Beer
1173,Yogurt
1173,Butter
1174,Bread
1174,Butter
1175,Diaper
1175,Beer
1175,Eggs
1176,Bread
1176,Diaper
1176,Yogurt
1176,Milk
1177,Diaper
1177,Beer
1177,Butter
1177,Chips
1178,Bread
1178,Butter
1179,Bread
1179,Butter
1180,Bread
1180,Butter
1181,Cheese
1181,Beer
1181,Butter
1181,Bread
1181,Eggs
1182,Bread
1182,Butter
1183,Diaper
1183,Beer
1183,Milk
1184,Milk
1184,Beer
1184,Yogurt
1184,Diaper
1184,Chips
1185,Bread
1185,Diaper
1185,Beer
1185,Butter
1186,Cheese
1186,Diaper
1186,Beer
1187,Diaper
1187,Beer
1188,Milk
1188,Butter
1189,Chips
1189,Butter
1190,Chips
1190,Eggs
1191,Bread
1191,Yogurt
1191,Butter
1192,Bread
1192,Butter
1193,Cheese
1193,Yogurt
1193,Butter
1193,Bread
1193,Diaper
1194,Diaper
1194,Beer
1194,Yogurt
1195,Bread
1195,Diaper
1195,Chips
1195,Butter
1196,Diaper
1196,Beer
1196,Cola
1197,Diaper
1197,Cheese
1198,Yogurt
1198,Butter
1198,Bread
1198,Diaper
1198,Cola
1199,Cheese
1199,Milk
1199,Yogurt
1199,Butter
1199,Eggs
1200,Diaper
1200,Beer
1200,Eggs
1200,Milk
1201,Cheese
1201,Cola
1202,Bread
1202,Cheese
1202,Butter
1203,Bread
1203,Beer
1203,Cola
1203,Yogurt
1204,Diaper
1204,Beer
1204,Eggs
1204,Butter
1205,Bread
1205,Diaper
1205,Butter
1205,Cheese
1206,Milk
1206,Beer
1206,Yogurt
1206,Diaper
1206,Cola
1207,Cheese
1207,Diaper
1207,Beer
1207,Yogurt
1208,Diaper
1208,Beer
1209,Diaper
1209,Beer
1209,Yogurt
1210,Bread
1210,Cheese
1210,Cola
1210,Butter
1211,Cheese
1211,Diaper
1211,Beer
1212,Chips
1212,Eggs
1212,Beer
1212,Butter
1213,Bread
1213,Cola
1213,Yogurt
1214,Bread
1214,Cheese
1214,Butter
1215,Bread
1215,Beer
1215,Butter
1216,Bread
1216,Butter
1217,Bread
1217,Diaper
1217,Butter
1218,Milk
1218,Yogurt
1218,Bread
1218,Diaper
1218,Chips
1219,Bread
1219,Eggs
1219,Butter
1220,Cheese
1220,Beer
1220,Diaper
1220,Eggs
1220,Cola
1221,Cheese
1221,Milk
1221,Yogurt
1221,Bread
1221,Cola
1222,Bread
1222,Cheese
1222,Milk
1222,Butter
1223,Diaper
1223,Beer
1223,Cola
1224,Milk
1224,Beer
1224,Yogurt
1224,Butter
1224,Bread
1225,Bread
1225,Cheese
1225,Eggs
1225,Butter
1226,Cheese
1226,Beer
1226,Butter
1226,Bread
1226,Chips
1227,Bread
1227,Cheese
1227,Yogurt
1227,Butter
1228,Diaper
1228,Beer
1228,Yogurt
1229,Milk
1229,Yogurt
1229,Butter
1229,Bread
1229,Chips
1230,Cheese
1230,Yogurt
1230,Butter
1230,Diaper
1230,Eggs
1231,Milk
1231,Beer
1231,Yogurt
1231,Butter
1231,Bread
1232,Bread
1232,Chips
1232,Butter
1233,Diaper
1233,Beer
1233,Butter
1233,Chips
1234,Bread
1234,Chips
1234,Beer
1235,Diaper
1235,Beer
1235,Eggs
1235,Milk
1236,Cheese
1236,Milk
1236,Beer
1236,Diaper
1236,Chips
1237,Bread
1237,Diaper
1237,Beer
1237,Yogurt
1238,Bread
1238,Diaper
1238,Beer
1238,Chips
1239,Cheese
1239,Beer
1239,Bread
1239,Diaper
1239,Eggs
1240,Cheese
1240,Diaper
1240,Beer
1241,Diaper
1241,Cola
1241,Yogurt
1242,Bread
1242,Cheese
1242,Milk
1242,Butter
1243,Chips
1243,Eggs
1244,Bread
1244,Butter
1245,Bread
1245,Butter
1246,Cheese
1246,Beer
1246,Yogurt
1246,Diaper
1246,Chips
1247,Bread
1247,Yogurt
1247,Butter
1248,Bread
1248,Butter
1249,Bread
1249,Yogurt
1249,Butter
1250,Milk
1250,Beer
1250,Butter
1250,Bread
1250,Chips
1251,Bread
1251,Milk
1251,Butter
1252,Bread
1252,Butter
1253,Cheese
1253,Diaper
1253,Beer
1253,Butter
1254,Cheese
1254,Butter
1254,Bread
1254,Chips
1254,Cola
1255,Bread
1255,Cheese
1255,Eggs
1255,Butter
1256,Bread
1256,Cola
1256,Butter
1257,Cheese
1257,Yogurt
1258,Bread
1258,Eggs
1258,Milk
1258,Butter
1259,Bread
1259,Diaper
1259,Butter
1260,Bread
1260,Yogurt
1260,Butter
1261,Bread
1261,Butter
1262,Bread
1262,Chips
1262,Butter
1263,Diaper
1263,Beer
1263,Chips
1264,Bread
1264,Butter
1265,Chips
1265,Eggs
1266,Cheese
1266,Cola
1267,Cheese
1267,Beer
1267,Butter
1267,Diaper
1267,Chips
1268,Bread
1268,Butter
1269,Diaper
1269,Beer
1269,Cola
1270,Bread
1270,Yogurt
1270,Butter
1271,Cheese
1271,Milk
1271,Butter
1271,Bread
1271,Chips
1272,Milk
1272,Beer
1272,Yogurt
1272,Butter
1272,Cola
1273,Bread
1273,Butter
1274,Butter
1274,Bread
1274,Diaper
1274,Chips
1274,Cola
1275,Milk
1275,Yogurt
1275,Diaper
1275,Chips
1275,Eggs
1276,Bread
1276,Cheese
1276,Butter
1277,Diaper
1277,Beer
1278,Bread
1278,Chips
1278,Butter
1279,Chips
1279,Cola
1279,Yogurt
1279,Milk
1280,Cheese
1280,Diaper
1280,Milk
1281,Bread
1281,Beer
1281,Butter
1282,Diaper
1282,Eggs
1283,Bread
1283,Cola
1283,Yogurt
1283,Butter
1284,Diaper
1284,Beer
1284,Cola
1284,Chips
1285,Cheese
1285,Chips
1285,Cola
1285,Butter
1286,Bread
1286,Butter
1287,Diaper
1287,Beer
1287,Cola
1287,Butter
1288,Bread
1288,Butter
1289,Bread
1289,Cheese
1290,Bread
1290,Diaper
1290,Cola
1290,Eggs
1291,Cola
1291,Yogurt
1291,Milk
1291,Butter
1292,Cola
1292,Yogurt
1292,Milk
1293,Cheese
1293,Beer
1293,Butter
1293,Diaper
1293,Cola
1294,Butter
1294,Bread
1294,Diaper
1294,Eggs
1294,Cola
1295,Cheese
1295,Milk
1295,Butter
1295,Bread
1295,Chips
1296,Milk
1296,Beer
1296,Butter
1296,Bread
1296,Cola
1297,Bread
1297,Diaper
1297,Chips
1298,Beer
1298,Butter
1298,Bread
1298,Eggs
1298,Cola
1299,Cheese
1299,Butter
1299,Bread
1299,Diaper
1299,Cola
1300,Cheese
1300,Milk
1301,Bread
1301,Diaper
1301,Beer
1301,Milk
1302,Milk
1302,Yogurt
1302,Diaper
1302,Eggs
1302,Cola
1303,Eggs
1303,Chips
1303,Yogurt
1304,Diaper
1304,Beer
1304,Yogurt
1305,Cheese
1305,Diaper
1305,Beer
1305,Chips
1306,Bread
1306,Cheese
1306,Beer
1306,Butter
1307,Diaper
1307,Chips
1307,Eggs
1308,Cheese
1308,Milk
1308,Butter
1308,Bread
1308,Diaper
1309,Beer
1309,Yogurt
1309,Butter
1309,Bread
1309,Diaper
1310,Cheese
1310,Beer
1310,Butter
1310,Bread
1310,Diaper
1311,Bread
1311,Chips
1311,Beer
1311,Butter
1312,Cheese
1312,Chips
1313,Cheese
1313,Yogurt
1313,Butter
1314,Diaper
1314,Milk
1315,Beer
1315,Yogurt
1315,Butter
1315,Bread
1315,Cola
1316,Eggs
1316,Yogurt
1317,Bread
1317,Diaper
1317,Beer
1317,Cheese
1318,Bread
1318,Diaper
1318,Beer
1319,Beer
1319,Eggs
1319,Milk
1319,Chips
1320,Bread
1320,Chips
1320,Yogurt
1320,Butter
1321,Cheese
1321,Diaper
1321,Beer
1321,Cola
1322,Cheese
1322,Yogurt
1322,Butter
1322,Diaper
1322,Cola
1323,Cheese
1323,Beer
1323,Yogurt
1323,Diaper
1323,Cola
1324,Bread
1324,Eggs
1324,Butter
1325,Cheese
1325,Butter
1325,Bread
1325,Diaper
1325,Chips
1326,Bread
1326,Butter
1327,Bread
1327,Diaper
1327,Chips
1327,Butter
1328,Cheese
1328,Diaper
1328,Beer
1328,Chips
1329,Diaper
1329,Beer
1330,Bread
1330,Cheese
1330,Yogurt
1330,Butter
1331,Diaper
1331,Beer
1332,Diaper
1332,Cheese
1332,Chips
1333,Bread
1333,Cheese
1333,Butter
1334,Milk
1334,Yogurt
1334,Bread
1334,Chips
1334,Cola
1335,Milk
1335,Beer
1335,Yogurt
1335,Butter
1335,Bread
1336,Cheese
1336,Beer
1336,Diaper
1336,Chips
1336,Eggs
1337,Diaper
1337,Beer
1338,Butter
1338,Milk
1339,Cheese
1339,Beer
1339,Yogurt
1340,Milk
1340,Beer
1340,Bread
1340,Diaper
1340,Cola
1341,Bread
1341,Butter
1342,Chips
1342,Yogurt
1342,Butter
1343,Diaper
1343,Beer
1343,Milk
1343,Butter
1344,Diaper
1344,Cheese
1344,Cola
1344,Eggs
1345,Beer
1345,Yogurt
1346,Bread
1346,Diaper
1346,Beer
1347,Bread
1347,Cheese
1347,Yogurt
1348,Butter
1348,Bread
1348,Diaper
1348,Chips
1348,Eggs
1349,Diaper
1349,Beer
1350,Cheese
1350,Yogurt
1351,Bread
1351,Chips
1351,Eggs
1351,Butter
1352,Diaper
1352,Beer
1353,Eggs
1353,Milk
1354,Cheese
1354,Diaper
1354,Beer
1355,Cola
1355,Yogurt
1355,Butter
1356,Beer
1356,Yogurt
1356,Butter
1356,Diaper
1356,Chips
1357,Eggs
1357,Beer
1357,Yogurt
1357,Milk
1358,Bread
1358,Butter
1359,Bread
1359,Cheese
1359,Eggs
1359,Butter
1360,Bread
1360,Diaper
1361,Cheese
1361,Diaper
1361,Beer
1361,Cola
1362,Beer
1362,Cola
1363,Yogurt
1363,Butter
1363,Diaper
1363,Eggs
1363,Cola
1364,Diaper
1364,Beer
1365,Diaper
1365,Beer
1365,Milk
1365,Chips
1366,Bread
1366,Milk
1366,Butter
1367,Bread
1367,Butter
1368,Bread
1368,Milk
1369,Cheese
1369,Milk
1369,Beer
1369,Diaper
1369,Eggs
1370,Bread
1370,Yogurt
1370,Butter
1371,Yogurt
1371,Butter
1371,Bread
1371,Diaper
1371,Eggs
1372,Bread
1372,Diaper
1372,Beer
1372,Butter
1373,Bread
1373,Diaper
1373,Beer
1373,Butter
1374,Milk
1374,Beer
1374,Bread
1374,Diaper
1374,Cola
1375,Milk
1375,Beer
1375,Yogurt
1375,Bread
1375,Chips
1376,Bread
1376,Chips
1376,Milk
1376,Butter
1377,Beer
1377,Butter
1378,Milk
1378,Beer
1378,Yogurt
1378,Bread
1378,Chips
1379,Chips
1379,Eggs
1379,Cola
1379,Beer
1380,Chips
1380,Yogurt
1380,Cola
1380,Butter
1381,Bread
1381,Cheese
1381,Chips
1381,Butter
1382,Diaper
1382,Beer
1383,Bread
1383,Butter
1384,Bread
1384,Chips
1384,Milk
1384,Butter
1385,Beer
1385,Yogurt
1385,Butter
1385,Diaper
1385,Chips
1386,Cheese
1386,Beer
1386,Butter
1386,Diaper
1386,Eggs
1387,Cheese
1387,Milk
1387,Beer
1387,Butter
1387,Chips
1388,Diaper
1388,Beer
1389,Bread
1389,Milk
1389,Butter
1390,Diaper
1390,Yogurt
1390,Butter
1391,Bread
1391,Cheese
1391,Beer
1391,Butter
1392,Diaper
1392,Beer
1392,Milk
1393,Diaper
1393,Beer
1394,Bread
1394,Eggs
1394,Milk
1394,Butter
1395,Diaper
1395,Beer
1395,Butter
1396,Bread
1396,Butter
1397,Milk
1397,Butter
1397,Bread
1397,Eggs
1397,Cola
1398,Cheese
1398,Milk
1398,Yogurt
1398,Chips
1398,Cola
1399,Diaper
1399,Beer
1399,Eggs
1400,Bread
1400,Cheese
1400,Cola
1400,Butter
1401,Diaper
1401,Beer
1402,Yogurt
1402,Butter
1403,Cheese
1403,Beer
1403,Yogurt
1403,Butter
1403,Bread
1404,Bread
1404,Yogurt
1405,Bread
1405,Butter
1406,Cheese
1406,Diaper
1406,Beer
1407,Bread
1407,Butter
1408,Diaper
1408,Beer
1409,Diaper
1409,Yogurt
1409,Butter
1410,Bread
1410,Beer
1410,Yogurt
1410,Butter
1411,Diaper
1411,Beer
1412,Milk
1412,Butter
1412,Bread
1412,Eggs
1412,Cola
1413,Bread
1413,Butter
1414,Diaper
1414,Beer
1414,Milk
1415,Bread
1415,Diaper
1415,Beer
1416,Cheese
1416,Beer
1416,Butter
1416,Diaper
1416,Chips
1417,Bread
1417,Butter
1418,Diaper
1418,Butter
1418,Eggs
1418,Milk
1419,Eggs
1419,Chips
1419,Cola
1419,Butter
1420,Bread
1420,Chips
1420,Butter
1421,Cheese
1421,Milk
1421,Butter
1421,Bread
1421,Diaper
1422,Diaper
1422,Beer
1422,Eggs
1423,Cheese
1423,Milk
1423,Yogurt
1423,Butter
1423,Bread
1424,Diaper
1424,Beer
1424,Cola
1424,Butter
1425,Yogurt
1425,Butter
1425,Bread
1425,Diaper
1425,Eggs
1426,Bread
1426,Diaper
1426,Beer
1427,Yogurt
1427,Butter
1427,Diaper
1427,Chips
1427,Eggs
1428,Milk
1428,Butter
1428,Bread
1428,Chips
1428,Eggs
1429,Bread
1429,Beer
1429,Butter
1430,Bread
1430,Diaper
1430,Beer
1430,Butter
1431,Diaper
1431,Beer
1431,Cola
1431,Butter
1432,Bread
1432,Diaper
1432,Beer
1432,Milk
1433,Milk
1433,Yogurt
1433,Butter
1433,Bread
1433,Diaper
1434,Diaper
1434,Beer
1434,Cola
1434,Chips
1435,Bread
1435,Butter
1436,Bread
1436,Butter
1437,Bread
1437,Diaper
1437,Cola
1437,Butter
1438,Bread
1438,Diaper
1438,Beer
1439,Milk
1439,Beer
1439,Butter
1439,Bread
1439,Eggs
1440,Cheese
1440,Beer
1440,Yogurt
1440,Diaper
1440,Cola
1441,Diaper
1441,Beer
1442,Beer
1442,Yogurt
1442,Butter
1442,Bread
1442,Chips
1443,Milk
1443,Bread
1443,Diaper
1443,Chips
1443,Cola
1444,Butter
1444,Bread
1444,Diaper
1444,Chips
1444,Cola
1445,Diaper
1445,Beer
1446,Bread
1446,Butter
1447,Milk
1447,Beer
1447,Butter
1447,Bread
1447,Diaper
1448,Diaper
1448,Beer
1448,Chips
1449,Diaper
1449,Beer
1449,Eggs
1450,Diaper
1450,Beer
1451,Bread
1451,Cheese
1451,Diaper
1451,Butter
1452,Bread
1452,Diaper
1452,Beer
1453,Bread
1453,Diaper
1453,Chips
1453,Butter
1454,Bread
1454,Butter
1455,Milk
1455,Yogurt
1455,Butter
1455,Bread
1455,Diaper
1456,Diaper
1456,Beer
1456,Eggs
1457,Bread
1457,Butter
1458,Cheese
1458,Beer
1458,Butter
1458,Diaper
1458,Chips
1459,Bread
1459,Cola
1459,Yogurt
1459,Butter
1460,Bread
1460,Butter
1461,Diaper
1461,Beer
1461,Yogurt
1462,Diaper
1462,Beer
1462,Butter
1463,Bread
1463,Cheese
1463,Butter
1464,Diaper
1464,Beer
1464,Chips
1465,Bread
1465,Butter
1466,Bread
1466,Butter
1467,Bread
1467,Yogurt
1467,Milk
1467,Butter
1468,Diaper
1468,Beer
1468,Eggs
1469,Milk
1469,Yogurt
1469,Butter
1469,Bread
1469,Eggs
1470,Cheese
1470,Beer
1470,Butter
1470,Bread
1470,Cola
1471,Bread
1471,Diaper
1471,Beer
1472,Bread
1472,Eggs
1472,Yogurt
1472,Butter
1473,Bread
1473,Cheese
1473,Beer
1473,Butter
1474,Cheese
1474,Butter
1474,Bread
1474,Chips
1474,Eggs
1475,Bread
1475,Butter
1476,Milk
1476,Yogurt
1476,Butter
1476,Bread
1476,Chips
1477,Cheese
1477,Milk
1477,Beer
1477,Diaper
1477,Eggs
1478,Cheese
1478,Eggs
1478,Yogurt
1479,Cheese
1479,Beer
1479,Diaper
1479,Chips
1479,Eggs
1480,Bread
1480,Milk
1480,Butter
1481,Bread
1481,Diaper
1481,Beer
1481,Cheese
1482,Cheese
1482,Beer
1482,Butter
1482,Diaper
1482,Chips
1483,Diaper
1483,Beer
1484,Bread
1484,Eggs
1484,Butter
1485,Eggs
1485,Cola
1485,Yogurt
1485,Milk
1486,Cheese
1486,Milk
1486,Butter
1486,Diaper
1486,Chips
1487,Milk
1487,Butter
1487,Bread
1487,Eggs
1487,Cola
1488,Bread
1488,Butter
1489,Diaper
1489,Beer
1489,Milk
1489,Chips
1490,Bread
1490,Diaper
1490,Beer
1491,Diaper
1491,Cola
1491,Milk
1492,Cheese
1492,Yogurt
1492,Butter
1492,Bread
1492,Chips
1493,Beer
1493,Butter
1493,Bread
1493,Diaper
1493,Cola
1494,Bread
1494,Yogurt
1494,Butter
1495,Beer
1495,Butter
1495,Bread
1495,Chips
1495,Cola
1496,Bread
1496,Milk
1496,Butter
1497,Bread
1497,Diaper
1497,Cola
1497,Butter
1498,Diaper
1498,Beer
1499,Bread
1499,Butter
1500,Cheese
1500,Beer
1500,Yogurt
1501,Milk
